id,place_name,is_restaurant,categories,average_rating,rate_count,granular_category,lat,lng,place_id
969,Catch22,RESTAURANT,International|Burgers|Sushi,4.2,231,restaurants,24.731096,46.6485886,ChIJCXnI12AdLz4RH9h0bPhORYk
970,Sushido,RESTAURANT,Seafood|Sushi|Japanese,4.4,615,restaurants,24.731096,46.6485886,ChIJCXnI12AdLz4RH9h0bPhORYk
971,Sushi Art,RESTAURANT,Asian|Sushi,4.8,63,restaurants,24.73143394,46.6484044,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
972,Pokai,RESTAURANT,Healthy,4.5,24,restaurants,24.7314449,46.6484233,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
973,BUNDT BAKERY,RESTAURANT,Desserts|Bakery|Coffee,4.7,110,restaurants,24.731578,46.6476709,ChIJD0XhCmEdLz4ROyaVb4Ja-v8
974,AL Mutaka,RESTAURANT,Sandwich|Desserts|Arabic|Beverages,4.4,47,restaurants,24.73176342,46.6476524,ChIJD0XhCmEdLz4ROyaVb4Ja-v8
975,Peet's Coffee,RESTAURANT,Desserts|Coffee,4.8,6,restaurants,24.7318006,46.6492891,ChIJ_6Ts6WAdLz4RV1Ogt8j3XwU
976,La Romana dal 1947,RESTAURANT,Desserts|Coffee|Gluten-Free,3.6,8,restaurants,24.731863,46.647895,ChIJD0XhCmEdLz4ROyaVb4Ja-v8
977,Pattis,RESTAURANT,Fast Food|Desserts|Bakery,4.4,11,restaurants,24.731875,46.6482439,ChIJD0XhCmEdLz4ROyaVb4Ja-v8
978,Karak Gholam,RESTAURANT,Sandwich|Desserts|Arabic|Coffee,4.6,112,restaurants,24.7319529,46.6480623,ChIJD0XhCmEdLz4ROyaVb4Ja-v8
979,Cafe Bateel,RESTAURANT,Sandwich|Desserts|Italian|Coffee|Pasta,4.7,411,restaurants,24.7320575,46.648303,ChIJD0XhCmEdLz4ROyaVb4Ja-v8
980,KRNSH,RESTAURANT,American|Burgers,3.8,380,restaurants,24.7326847,46.6483589,ChIJ3x4nqmEdLz4RBsxFt6FMuTo
981,Biga,RESTAURANT,Fast Food|American|Burgers,4,155,restaurants,24.7326847,46.6483589,ChIJ3x4nqmEdLz4RBsxFt6FMuTo
982,Neska Food Happiness,RESTAURANT,Sandwich|Shawarma|International,3.9,14,restaurants,24.7326875,46.6483125,ChIJ3x4nqmEdLz4RBsxFt6FMuTo
983,BO KEES,RESTAURANT,Arabic,4.2,2076,restaurants,24.7326978,46.6484652,ChIJ3x4nqmEdLz4RBsxFt6FMuTo
984,Santa Nata | سانتا ناتا (برد على قلبك),RESTAURANT,Desserts|Bakery|Coffee,4.6,578,restaurants,24.7330368,46.6488614,ChIJ_aXXU2AdLz4RyaGeApVRCBE
985,Half Million,RESTAURANT,Sandwich|Desserts|Coffee|Breakfast|Roastery,4.4,420,restaurants,24.733146,46.648905,ChIJ_aXXU2AdLz4RyaGeApVRCBE
986,Veloce,RESTAURANT,Desserts|Beverages,4.1,186,restaurants,24.7333056,46.6488362,ChIJ_aXXU2AdLz4RyaGeApVRCBE
987,A12 Cafe,RESTAURANT,Desserts|Beverages|Coffee,3.8,18,restaurants,24.7337046,46.648496,ChIJYX-LzGEdLz4RajoM-keTZVg
988,Jan Burger,RESTAURANT,Fast Food|American|Burgers,4.2,158,restaurants,24.746549,46.619825,ChIJ5XNOr0PiLj4R_qA-PMjza_E
989,Whites,OTHER,Pharmacy,4.7,39,pharmacies,24.7144375,46.6610625,ChIJ06OsCzodLz4R5xj5ElkRYZo
990,PROTEINK LOUNGE,RESTAURANT,Desserts|Arabic|Healthy|Salads,4.4,2914,restaurants,24.7101958,46.6633086,ChIJNawhtC8dLz4RZVfAo5fF5ew
991,Aani &amp; Dani,RESTAURANT,Desserts,4.4,140,restaurants,24.717951,46.65852,ChIJXy0VWTgdLz4RnZDiTcEybmM
992,Cinnabon,RESTAURANT,Desserts|Beverages,4.2,166,restaurants,24.708959,46.662964,ChIJyVHRAS8dLz4RU-r-knQvHnQ
993,Dunkin' Donuts,RESTAURANT,Desserts|Beverages|Coffee,4.3,177,restaurants,24.708173,46.661593,ChIJuW8tEi8dLz4RZ-MnsSofIPo
994,Baskin Robbins,RESTAURANT,Desserts|Beverages|Ice Cream,4.4,104,restaurants,24.709807,46.665736,ChIJTwZIJiwdLz4Rs1MZ3N1AGII
995,Kabbasa,RESTAURANT,Arabic,4.1,12,restaurants,24.7101263,46.666402,ChIJTwZIJiwdLz4Rs1MZ3N1AGII
996,Hmbrgr,RESTAURANT,American,4.2,172,restaurants,24.7101263,46.666402,ChIJTwZIJiwdLz4Rs1MZ3N1AGII
997,Winner Winner Chicken Dinner,RESTAURANT,American,4.7,14,restaurants,24.7101263,46.666402,ChIJTwZIJiwdLz4Rs1MZ3N1AGII
998,Camel Step,RESTAURANT,Coffee,4.6,140,restaurants,24.7108141,46.6676058,ChIJf7tJqy0dLz4RPkfIG8ihn-w
999,Doughnut Plant,RESTAURANT,Desserts,4.7,71,restaurants,24.7108141,46.6676058,ChIJf7tJqy0dLz4RPkfIG8ihn-w
1000,7Ribs,RESTAURANT,American|Mexican|Meat,4.4,88,restaurants,24.71049363,46.66766441,ChIJi3CPUCwdLz4RKSPlLB-Yu_8
1001,Mamol Wanyah,RESTAURANT,Desserts|Arabic|Saudi,0,0,restaurants,24.7178425,46.65001774,ChIJM3l282odLz4RaErMZMueSfo
1002,Pizza Hut,RESTAURANT,Fast Food|Italian|Beverages|International|Pizza|Pasta|Salads,4.2,121,restaurants,24.7046004,46.6647666,ChIJj_pHnSkdLz4R4RppWzjSzas
1003,KFC,RESTAURANT,Fast Food|Beverages,4.1,206,restaurants,24.70457656,46.66476457,ChIJk7opmCkdLz4RlX5w-YzMf20
1004,Krispy Kreme Doughnuts,RESTAURANT,Desserts|Bakery|Beverages|Coffee,4.3,18,restaurants,24.704659,46.665018,ChIJRXE2jykdLz4Ri5_XGe8O-M8
1005,Mama Noura,RESTAURANT,Fast Food|Grill|Arabic|Beverages|Shawarma,4.2,4789,restaurants,24.724183,46.65665641,ChIJiUgBFUQdLz4R6nEWDhwLXLk
1006,Herfy,RESTAURANT,Sandwich|Fast Food|Burgers,4.2,71,restaurants,24.7234317,46.6647955,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
1007,Jaldi Cup,RESTAURANT,Arabic,3.5,8,restaurants,24.7243784,46.6574804,ChIJm37_FUQdLz4R7It7KdFAfXw
1008,Indian Tandoor,RESTAURANT,Seafood|Indian|Beverages|Pasta|Meat,4.3,64,restaurants,24.72432,46.656753,ChIJiUgBFUQdLz4R6nEWDhwLXLk
1009,Yemeni dish,RESTAURANT,Breakfast,2.9,13,restaurants,24.7235651,46.6646772,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
1010,Makani,RESTAURANT,Indian,4.1,188,restaurants,24.724548,46.657405,ChIJiUgBFUQdLz4R6nEWDhwLXLk
1011,McDonald's KSA,RESTAURANT,Sandwich|Fast Food|Desserts|American|Beverages|Coffee|International|Breakfast,4,943,restaurants,24.713274,46.673424,ChIJkcNTNdICLz4R9r7sTEVa3Bw
1012,Domino's Pizza,RESTAURANT,Fast Food|Italian|American|International|Pizza,4.4,128,restaurants,24.7219,46.648803,ChIJRTNGmmkdLz4RgnfO70RrjZA
1013,Shaglooba,RESTAURANT,Arabic|Bakery,4,4,restaurants,24.70267875,46.65021075,ChIJ48G7zxgdLz4RwZyx5zKllhc
1014,Mission Wok,RESTAURANT,Asian|Japanese,1,3,restaurants,24.7113843,46.6743785,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
1015,SAMURAI,RESTAURANT,Fast Food|Grill|Seafood,4.4,29,restaurants,24.71188126,46.67519946,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
1016,Les Jours De Joie,RESTAURANT,Desserts,3.9,16,restaurants,24.721925,46.6465214,ChIJnfbfm2UdLz4RTr2FAFOFwfw
1017,Costa Coffee®,RESTAURANT,Sandwich|Desserts|Beverages|Coffee,4.6,18,restaurants,24.7109135,46.6755442,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
1018,Dhahia Juice,RESTAURANT,Beverages|Juices,4.4,236,restaurants,24.7224058,46.6466614,ChIJO_UZKGkdLz4RWM0R8iuEp5U
1019,Lorenzo Pizza,RESTAURANT,Sandwich|Fast Food|Italian|International|Pizza|Pasta|Salads,4.4,1002,restaurants,24.7141166,46.6772403,ChIJD7L_qtECLz4RMLO1TTSx5dI
1020,Chuck E Cheese's,RESTAURANT,Fast Food|Italian|American|Pizza,4.1,45,restaurants,24.708811,46.676865,ChIJF3dcXdYCLz4Ruw9wrxU4YlU
1021,Logimat And Karak,RESTAURANT,Desserts|Beverages|Coffee,4.2,151,restaurants,24.698491,46.669175,ChIJzyNoadMcLz4RL5SlTXUtQEc
1022,Saldwich,RESTAURANT,Sandwich|Fast Food|Healthy,4.8,69,restaurants,24.7053044,46.6762694,ChIJ84zkvSkDLz4RbSHGTwCTpYU
1023,Shawaya House,RESTAURANT,Arabic|Saudi,4.4,666,restaurants,24.699714,46.671413,ChIJ4cc3oywDLz4RDK-tRkcClUY
1024,Arawla Juices,RESTAURANT,Salads,4.2,8,restaurants,24.71458688,46.67851651,ChIJD7L_qtECLz4R6ULX3vJIzUI
1025,Meat Hala,RESTAURANT,Arabic,4.5,234,restaurants,24.6990533,46.6706652,ChIJW_yPTtMcLz4RKDrRbgEXnb4
1026,Indian Bharr,RESTAURANT,Seafood|Indian|Meat,4,29,restaurants,24.7239671,46.6745962,ChIJNfptI8oCLz4RdMHg9WeQUls
1027,Alkhafeef,RESTAURANT,Grill|Arabic|Bakery,4.5,150,restaurants,24.7239195,46.6746788,ChIJNfptI8oCLz4RdMHg9WeQUls
1028,La Sani,RESTAURANT,Grill|Asian|Indian,4.3,46,restaurants,24.704912,46.677356,ChIJf82YrikDLz4RiNNXWlFiSHE
1029,Al Bahsaly,RESTAURANT,Arabic,4.2,67,restaurants,24.729993,46.668048,ChIJQRFRVkwdLz4RFNQ_ZjIGyoY
1030,Jiliya,RESTAURANT,Arabic,4.5,24,restaurants,24.7245921,46.6757344,ChIJV9OCkskCLz4RDaekMivBqwo
1031,Italio,RESTAURANT,Italian,3,4,restaurants,24.70114,46.6758882,ChIJSafcri4DLz4RZjj6CIIlBX8
1032,Hotbun,RESTAURANT,Burgers,0,0,restaurants,24.7297105,46.6701684,ChIJIz74zUwdLz4RF6VaK5M8uSc
1033,Stack'D Burger,RESTAURANT,Sandwich|Arabic|Bakery|Breakfast|Pastries,3.9,30,restaurants,24.7297105,46.6701684,ChIJIz74zUwdLz4RF6VaK5M8uSc
1034,LUFF,RESTAURANT,Desserts|Coffee,4.5,261,restaurants,24.7297105,46.6701684,ChIJIz74zUwdLz4RF6VaK5M8uSc
1035,Shobak,RESTAURANT,Italian|Arabic|Bakery,4.3,170,restaurants,24.7297105,46.6701684,ChIJIz74zUwdLz4RF6VaK5M8uSc
1036,Taqado,RESTAURANT,Sandwich|Mexican|Salads,1,1,restaurants,24.72980551,46.67017913,ChIJT1AEBLMCLz4RFYOAZcDg608
1037,FRYD,RESTAURANT,Healthy,4.2,139,restaurants,24.7297591,46.6703661,ChIJIz74zUwdLz4RF6VaK5M8uSc
1038,FRN,RESTAURANT,Bakery|Coffee|Breakfast|Pastries,4.3,160,restaurants,24.7297591,46.6703661,ChIJIz74zUwdLz4RF6VaK5M8uSc
1039,IHOP,RESTAURANT,Desserts|Bakery|American|Breakfast,4.5,684,restaurants,24.7297591,46.6703661,ChIJIz74zUwdLz4RF6VaK5M8uSc
1040,The Sub Club,RESTAURANT,Sandwich|American|International,3.9,76,restaurants,24.72978346,46.67034464,ChIJIz74zUwdLz4RF6VaK5M8uSc
1041,Under 500,RESTAURANT,Sandwich|Healthy|Juices,4.7,591,restaurants,24.7298125,46.6703125,ChIJIz74zUwdLz4RF6VaK5M8uSc
1042,Right Bite,RESTAURANT,Healthy,4.6,1005,restaurants,24.7298125,46.6703125,ChIJIz74zUwdLz4RF6VaK5M8uSc
1043,MR BEAST BURGER,RESTAURANT,Fast Food|American|Burgers,4.3,168,restaurants,24.72980539,46.67034464,ChIJIz74zUwdLz4RF6VaK5M8uSc
1044,Wok Kong,RESTAURANT,Asian|Noodles,4.1,591,restaurants,24.729853,46.6705129,ChIJIz74zUwdLz4RF6VaK5M8uSc
1045,City Wok,RESTAURANT,Asian|Noodles,4.1,31,restaurants,24.729853,46.6705129,ChIJIz74zUwdLz4RF6VaK5M8uSc
1046,Spice,RESTAURANT,Indian,4.4,395,restaurants,24.729853,46.6705129,ChIJIz74zUwdLz4RF6VaK5M8uSc
1047,Tawook Nation,RESTAURANT,Sandwich|Grill|Arabic,4.5,300,restaurants,24.729853,46.6705129,ChIJIz74zUwdLz4RF6VaK5M8uSc
1048,Shawarma Nation,RESTAURANT,Sandwich|Fast Food|Arabic|Shawarma,0,0,restaurants,24.7268272,46.6441526,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
1049,Mashawi Station,RESTAURANT,Fast Food|Grill|Arabic,0,0,restaurants,24.7268272,46.6441526,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
1050,Mashrou3 Shawarma,RESTAURANT,Sandwich|Fast Food|Arabic|Beverages|Shawarma|Salads,3,19,restaurants,24.7268272,46.6441526,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
1051,Karam Express,RESTAURANT,Grill|Arabic|Shawarma,4,221,restaurants,24.7268272,46.6441526,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
1052,Karam Cafe,RESTAURANT,Grill|Arabic|Shawarma,4,8,restaurants,24.7268272,46.6441526,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
1053,The Chinese Next Door,RESTAURANT,,3.3,12,restaurants,24.7216952,46.6787829,ChIJG7bBQs8CLz4ReMZAP5K2T3s
1054,Mad Muscles,RESTAURANT,Healthy,4.8,15,restaurants,24.7216952,46.6787829,ChIJG7bBQs8CLz4ReMZAP5K2T3s
1055,Taco Guys,RESTAURANT,Fast Food|Mexican,3.7,24,restaurants,24.7216952,46.6787829,ChIJG7bBQs8CLz4ReMZAP5K2T3s
1056,Pressed Juice,RESTAURANT,Juices,3,3,restaurants,24.7216952,46.6787829,ChIJG7bBQs8CLz4ReMZAP5K2T3s
1057,Noa,RESTAURANT,Asian,3.9,10,restaurants,24.7216952,46.6787829,ChIJG7bBQs8CLz4ReMZAP5K2T3s
1058,WOK OUT,RESTAURANT,Asian,5,4,restaurants,24.7216952,46.6787829,ChIJG7bBQs8CLz4ReMZAP5K2T3s
1059,kale-o-gram,RESTAURANT,Healthy|Salads,4.7,27,restaurants,24.7216952,46.6787829,ChIJG7bBQs8CLz4ReMZAP5K2T3s
1060,POKE ME,RESTAURANT,Asian|Seafood,4.2,33,restaurants,24.7216952,46.6787829,ChIJG7bBQs8CLz4ReMZAP5K2T3s
1061,ricci,RESTAURANT,Italian|Pizza|Pasta,3,6,restaurants,24.7216952,46.6787829,ChIJG7bBQs8CLz4ReMZAP5K2T3s
1062,SAL'S,RESTAURANT,Fast Food|Burgers,4.4,14,restaurants,24.7216952,46.6787829,ChIJG7bBQs8CLz4ReMZAP5K2T3s
1063,Karam Express,RESTAURANT,Fast Food,4.2,33,restaurants,24.726824,46.643894,ChIJnfbfm2UdLz4RTZGdBWxt_0M
1064,C - Kitchen,RESTAURANT,Asian|Italian|Seafood,5,2,restaurants,24.7217135,46.6789497,ChIJG7bBQs8CLz4ReMZAP5K2T3s
1065,GLAZED &amp; GRILLED,RESTAURANT,Fast Food|Grill|Seafood,0,0,restaurants,24.7217135,46.6789497,ChIJG7bBQs8CLz4ReMZAP5K2T3s
1066,DEAR POKE,RESTAURANT,Fast Food|Healthy|Meat,4,2,restaurants,24.7217135,46.6789497,ChIJG7bBQs8CLz4ReMZAP5K2T3s
1067,Let's Green,RESTAURANT,Healthy|Salads,0,0,restaurants,24.7190688,46.6802503,ChIJE_cuYcUCLz4RF6rNP9_8UpI
1068,Kunafology,RESTAURANT,Bakery|Ice Cream,0,0,restaurants,24.7189995,46.6803574,ChIJE_cuYcUCLz4RF6rNP9_8UpI
1069,NJOY CAKE,RESTAURANT,Bakery,4.2,114,restaurants,24.7190069,46.6803566,ChIJE_cuYcUCLz4RF6rNP9_8UpI
1070,Spuds,RESTAURANT,Arabic,3.9,16,restaurants,24.7190069,46.6803566,ChIJE_cuYcUCLz4RF6rNP9_8UpI
1071,Cakeology,RESTAURANT,Desserts,4.1,28,restaurants,24.71900526,46.68036833,ChIJE_cuYcUCLz4RF6rNP9_8UpI
1072,Let's Thick,RESTAURANT,Pizza,0,0,restaurants,24.7203912,46.6801425,ChIJ5UHLQs8CLz4RIKVOUD0vEiA
1073,Laffa warq,RESTAURANT,Arabic,4.1,18,restaurants,24.72239078,46.67915534,ChIJgShMyMgCLz4RvIVXuZnlWck
1074,LETS PIZZA WOOD FIRE,RESTAURANT,American,4.5,325,restaurants,24.7203663,46.6801663,ChIJ5UHLQs8CLz4RIKVOUD0vEiA
1075,Lets Blac,RESTAURANT,Italian,4.4,14,restaurants,24.7204375,46.6801875,ChIJ5UHLQs8CLz4RIKVOUD0vEiA
1076,Balqees Throne,RESTAURANT,Arabic,4,11,restaurants,24.7159158,46.6814876,ChIJQ5n_8toCLz4RBhKFwrtUvsk
1077,SURVIVAL CAKE,RESTAURANT,Desserts,4.6,81,restaurants,24.72749148,46.64334296,ChIJnfbfm2UdLz4RTZGdBWxt_0M
1078,Top Rose,RESTAURANT,Flowers,1,1,flowers_and_plants,24.71574793,46.68207898,ChIJkxRw-NoCLz4ReV2N6EkfSoE
1079,Chef's Burger,RESTAURANT,Sandwich|Fast Food|American|Burgers,4.4,1915,restaurants,24.72785,46.6433649,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
1080,Batter,RESTAURANT,Desserts|Beverages,5,14,restaurants,24.7316061,46.647905,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
1081,J.co Donuts and Coffee,RESTAURANT,Desserts|Beverages|Coffee|Breakfast,4.8,161,restaurants,24.71651251,46.68260914,ChIJDce9_NoCLz4RH4CbBMz8QIU
1082,Al Ouda Pharmacy,OTHER,Pharmacy,0,0,pharmacies,24.7257248,46.6783998,ChIJNcJYFMgCLz4RI3-aAex-Mto
1083,Pizza Ram,RESTAURANT,Pizza|Pasta|Pastries,4.4,57,restaurants,24.725657,46.678785,ChIJNcJYFMgCLz4RI3-aAex-Mto
1084,2 cups,RESTAURANT,Desserts|Beverages|Coffee,0,0,restaurants,24.7259505,46.6790604,ChIJNcJYFMgCLz4RI3-aAex-Mto
1085,bakkar,RESTAURANT,Fast Food,3.9,525,restaurants,24.7326847,46.6483589,ChIJ3x4nqmEdLz4RBsxFt6FMuTo
1086,AYA‏‏ Bakery,RESTAURANT,Arabic|Breakfast,3.7,3,restaurants,24.7333078,46.6494377,ChIJVeoCUWAdLz4RGn4gbx53Ruk
1087,Bk Boutique‏‏,RESTAURANT,Desserts|Bakery,4.2,261,restaurants,24.7333078,46.6494377,ChIJVeoCUWAdLz4RGn4gbx53Ruk
1088,Kastrd,RESTAURANT,Desserts,4.3,30,restaurants,24.7035011,46.6814275,ChIJHQyX4CUDLz4Rx4hFgH4JGBA
1089,Shawarma Hawari,RESTAURANT,Fast Food|Shawarma,4,158,restaurants,24.731386,46.6455233,ChIJCWhTzGMdLz4RRi5kmW6R8vA
1090,Azhar habiba,RESTAURANT,Flowers,4.7,57,flowers_and_plants,24.71083904,46.68385667,ChIJM6xMxtgCLz4RLcik5NGyLls
1091,Summer Roses,RESTAURANT,Flowers,4.1,27,flowers_and_plants,24.7109665,46.6841074,ChIJBcPvVN8CLz4RbDQZOfm4Jp4
1092,Bagel Brothers,RESTAURANT,Sandwich|Fast Food|Beverages,4.6,190,restaurants,24.7146152,46.6345647,ChIJ36KIMXQdLz4R21YFSEJImgU
1093,Kunafa kareema,RESTAURANT,Desserts,4.6,19,restaurants,24.71444295,46.63441496,ChIJ36KIMXQdLz4R21YFSEJImgU
1094,Burger Castle,RESTAURANT,Sandwich|Fast Food|Burgers,4.1,108,restaurants,24.714657,46.634424,ChIJ36KIMXQdLz4R21YFSEJImgU
1095,Tasty Toast,RESTAURANT,Sandwich|Fast Food|Breakfast,3.9,31,restaurants,24.71452008,46.63440398,ChIJ36KIMXQdLz4R21YFSEJImgU
1096,SI Pizza,RESTAURANT,Pizza,4,51,restaurants,24.7145117,46.6343997,ChIJ36KIMXQdLz4R21YFSEJImgU
1097,Roma Restaurant,RESTAURANT,Italian,4.9,13,restaurants,24.70319434,46.6820674,ChIJ_3VQziUDLz4RwEth6ResETk
1098,LESS Coffee,RESTAURANT,Desserts|Coffee,0,0,restaurants,24.7340101,46.6489342,ChIJufXoNGAdLz4RrBToEIAjAmo
1099,Subway,RESTAURANT,Sandwich|Healthy|Salads,4.3,606,restaurants,24.734259,46.648818,ChIJufXoNGAdLz4RrBToEIAjAmo
1100,Sabbosa,RESTAURANT,Sandwich|Fast Food|Arabic|Shawarma,0,0,restaurants,24.7135457,46.6338443,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
1101,Shawarmer,RESTAURANT,Sandwich|Fast Food|Arabic|Shawarma,4.2,953,restaurants,24.713461,46.633824,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
1102,Baalbek Restaurant,RESTAURANT,Desserts|Grill|Arabic|Beverages,4.2,57,restaurants,24.717527,46.6849822,ChIJqRj4YtsCLz4Rh-VlxcNZWfk
1103,coated,RESTAURANT,Desserts,4.3,36,restaurants,24.7347611,46.6488017,ChIJr03ULp7iLj4RTsWU2zUiSnU
1104,McCafé,RESTAURANT,Desserts|Bakery|Beverages|Coffee|Breakfast,5,1,restaurants,24.7135628,46.6333014,ChIJ-7M1lXUdLz4RZMoJnJ1YGJM
1105,Laiqer Cookies,RESTAURANT,Desserts|Coffee,4.3,157,restaurants,24.70450067,46.68385433,ChIJ3wqznyYDLz4Rj716adh8v3s
1106,Amande,RESTAURANT,Coffee,4,20,restaurants,24.7267132,46.6809692,ChIJO0G1-8cCLz4Rr8LuL9T0CUA
1107,AZKA,RESTAURANT,Desserts,4.3,38,restaurants,24.7331651,46.6451601,ChIJMd05cWIdLz4Ro4JPIjeENLA
1108,by the way,RESTAURANT,Coffee,4.5,278,restaurants,24.7047553,46.6843751,ChIJ3wqznyYDLz4Rj716adh8v3s
1109,Menu Pizza,RESTAURANT,Italian|Pizza|Pasta,4.1,11,restaurants,24.7252866,46.6828589,ChIJg8G_8MYCLz4Rs3Wu113PJNg
1110,Marble Slab Creamery,RESTAURANT,Desserts|Ice Cream,4.3,267,restaurants,24.735535,46.648388,ChIJr03ULp7iLj4RTsWU2zUiSnU
1111,Falafel Themar,RESTAURANT,Sandwich|Falafel|Breakfast,4.2,773,restaurants,24.73731205,46.66469005,ChIJt4kKkVYdLz4RZuXq2QKqRwo
1112,Lahori Village,RESTAURANT,Arabic|Pakistani,4.4,672,restaurants,24.737358,46.664957,ChIJt4kKkVYdLz4RZuXq2QKqRwo
1113,Mezaj Maghribi,RESTAURANT,Desserts|Coffee,4.7,71,restaurants,24.708341,46.686472,ChIJbzYuwiADLz4RJ9Phng0ByKM
1114,fawal abu naeman,RESTAURANT,Arabic|Breakfast,4.1,38,restaurants,24.7375605,46.6657268,ChIJjZkGnFYdLz4R5ceMKsQPuEI
1115,DALFORNO,RESTAURANT,Sandwich,5,1,restaurants,24.7255935,46.6835304,ChIJoYvO6MYCLz4R9l5kaFK4YbM
1116,ili PIZZA,RESTAURANT,Pizza,5,1,restaurants,24.7256797,46.6836254,ChIJoYvO6MYCLz4R9l5kaFK4YbM
1117,CLEAVER BEEF SPAECIALIST,RESTAURANT,Butchery &amp; Fishery,4.6,31,Butchery,24.7364426,46.6480611,ChIJ11TqQ57iLj4RnK5X9as_a8Y
1118,Pastel Cafe,RESTAURANT,Desserts|Coffee,4.2,42,restaurants,24.7364426,46.6480611,ChIJ11TqQ57iLj4RnK5X9as_a8Y
1119,Z36R,RESTAURANT,Bakery|Pastries,4.7,49,restaurants,24.7322956,46.6781923,ChIJt3dDHrECLz4RWM39WXr8F3c
1120,Shawarma House,RESTAURANT,Sandwich|Grill|Arabic|Shawarma|Juices,4.4,19808,restaurants,24.708549,46.68739,ChIJnTexUiADLz4Ron2c_Y5TkSQ
1121,Juice House,RESTAURANT,Desserts|Juices,4.2,55,restaurants,24.7088892,46.6874743,ChIJjVOZWSADLz4Rx1Py2swy4bM
1122,Rob3 Meshakel,RESTAURANT,Arabic,3.8,28,restaurants,24.7081649,46.6874627,ChIJnTexUiADLz4Ron2c_Y5TkSQ
1123,Sugar On Jam,RESTAURANT,Sandwich|Desserts|Grill|Beverages|Lebanese|Breakfast,4.3,143,restaurants,24.7081649,46.6874627,ChIJnTexUiADLz4Ron2c_Y5TkSQ
1124,Satalana,RESTAURANT,Sandwich|Fast Food|Egyptian,4.1,345,restaurants,24.7086368,46.6876293,ChIJnTexUiADLz4Ron2c_Y5TkSQ
1125,Tikk pizza,RESTAURANT,Fast Food|Mexican|Pizza|Pasta,3.5,2,restaurants,24.7081513,46.6875845,ChIJnTexUiADLz4Ron2c_Y5TkSQ
1126,Fruit Art,RESTAURANT,Juices|Ice Cream,4.1,11,restaurants,24.7259962,46.684443,ChIJF_Dwz8YCLz4R5Bc2rdyloIQ
1127,Reef Albalad,RESTAURANT,Grill|Arabic|Beverages|Breakfast,4,61,restaurants,24.70878,46.6878515,ChIJnTexUiADLz4Ron2c_Y5TkSQ
1128,Shabbiaat sidrh,RESTAURANT,Arabic,3.7,19,restaurants,24.7383048,46.6675482,ChIJ0fKcOFQdLz4RqxU0kcUD_-0
1129,Planet Donuts,RESTAURANT,Desserts|Arabic,4.2,5,restaurants,24.70855569,46.6878954,ChIJnTexUiADLz4Ron2c_Y5TkSQ
1130,Beit Karam,RESTAURANT,Sandwich|Fast Food|Grill|Arabic,4.3,280,restaurants,24.7084722,46.6878889,ChIJnTexUiADLz4Ron2c_Y5TkSQ
1131,beit karam express,RESTAURANT,Grill|Arabic,4,32,restaurants,24.70839365,46.68807322,ChIJnTexUiADLz4Ron2c_Y5TkSQ
1132,Thouq Wadi Tohama Al-Aseel Restaurant,RESTAURANT,Arabic|Beverages,4.6,27,restaurants,24.7387565,46.6667242,ChIJRyBiRVQdLz4RlMM_ThSXQ0s
1133,Mahailah Sweileh,RESTAURANT,Beverages|Coffee,4.6,32,restaurants,24.738691,46.667018,ChIJ0fKcOFQdLz4RqxU0kcUD_-0
1134,Mzaq Warg Enab,RESTAURANT,Fast Food|Arabic|American|Saudi,4.3,148,restaurants,24.708799,46.688191,ChIJnTexUiADLz4Ron2c_Y5TkSQ
1135,Shawarma Ajiba,RESTAURANT,Arabic,4.2,1261,restaurants,24.7089494,46.6883624,ChIJnTexUiADLz4Ron2c_Y5TkSQ
1136,Texas Chicken,RESTAURANT,Fast Food|Burgers,4,574,restaurants,24.7082391,46.6882485,ChIJnTexUiADLz4Ron2c_Y5TkSQ
1137,Nafeeseh,RESTAURANT,Desserts,4.1,482,restaurants,24.7084912,46.6883429,ChIJnTexUiADLz4Ron2c_Y5TkSQ
1138,Bake Away,RESTAURANT,Desserts|Pastries,4.3,130,restaurants,24.73885024,46.66752207,ChIJg_JQWFQdLz4Ri9fBKX5OlUE
1139,Koshary El Tahrir,RESTAURANT,Egyptian,4.5,565,restaurants,24.7334366,46.6787186,ChIJW5pyX7ACLz4RTCc0YUAMP3k
1140,Kabab Abo Al- Ezz,RESTAURANT,Arabic,0,0,restaurants,24.7086382,46.6886404,ChIJnTexUiADLz4Ron2c_Y5TkSQ
1141,Sweet Atelier,RESTAURANT,Desserts,3.7,6,restaurants,24.7377932,46.6472624,ChIJOcS5qJ7iLj4R4apWFneUgrc
