id,place_name,is_restaurant,categories,average_rating,rate_count,granular_category,lat,lng,place_id
7165,Kabdoon,RESTAURANT,Sandwich|Arabic|Breakfast,4.5,732,restaurants,24.7737207,46.7627842,ChIJQbTUh-EBLz4RsdoFEmB-iWM
7166,Let's Thick,RESTAURANT,Pizza,4,1,restaurants,24.7665691,46.759555,ChIJr_SLCuUBLz4RhSImDR2UB1I
7167,Lets Blac,RESTAURANT,Italian,4.9,10,restaurants,24.7665691,46.759555,ChIJr_SLCuUBLz4RhSImDR2UB1I
7168,LETS PIZZA WOOD FIRE,RESTAURANT,American,4.4,551,restaurants,24.7665691,46.759555,ChIJr_SLCuUBLz4RhSImDR2UB1I
7169,Luqaimat Al Dirah,RESTAURANT,Desserts|Beverages,4.4,20,restaurants,24.77872206,46.77426995,ChIJyW9QWdgBLz4Rcl4luKFBoQI
7170,Village Luqaimat,RESTAURANT,Desserts|Coffee,4.4,73,restaurants,24.77872206,46.77426995,ChIJyW9QWdgBLz4Rcl4luKFBoQI
7171,loqaimat and samposa,RESTAURANT,Desserts|Beverages,4.4,28,restaurants,24.7787385,46.7743065,ChIJyW9QWdgBLz4Rcl4luKFBoQI
7172,Harry's Pizza,RESTAURANT,Italian|Pizza|Pasta,4.1,105,restaurants,24.7788287,46.7741833,ChIJH7XridgBLz4R5aK8N959h4A
7173,Khaliah,RESTAURANT,Bakery,4.4,31,restaurants,24.7788367,46.7741297,ChIJH7XridgBLz4R5aK8N959h4A
7174,Kunafa kareema,RESTAURANT,Desserts,4.5,63,restaurants,24.7788367,46.7741297,ChIJH7XridgBLz4R5aK8N959h4A
7175,SI Pizza,RESTAURANT,Pizza,4.2,273,restaurants,24.7788367,46.7741297,ChIJH7XridgBLz4R5aK8N959h4A
7176,Yoo pasta,RESTAURANT,Italian|Pasta,4.1,186,restaurants,24.7788367,46.7741297,ChIJH7XridgBLz4R5aK8N959h4A
7177,Al kandi for mandi,RESTAURANT,Arabic|Beverages,3.9,52,restaurants,24.7519795,46.7712663,ChIJ62NNWbwBLz4R-RMbb3DCVJw
7178,Hardee's,RESTAURANT,Sandwich|Fast Food|American|Beverages|International|Burgers,4.3,199,restaurants,24.767008,46.759253,ChIJkQuvBeUBLz4R3xgi-SO1-f4
7179,Hashi Basha,RESTAURANT,Arabic|Saudi,4.4,515,restaurants,24.75208081,46.77043617,ChIJrY26WbwBLz4RRa0xQweitxY
7180,Signature,RESTAURANT,Beverages|Juices,4.6,707,restaurants,24.779062,46.774124,ChIJy-itgtgBLz4RQUDa6MEsBAE
7181,The Fitness Meals,RESTAURANT,Healthy,4.5,798,restaurants,24.774248,46.78646,ChIJC-I8qTIALz4RdnVjUXHFV5o
7182,Ranosh,RESTAURANT,Sandwich|Coffee|Juices,4.4,121,restaurants,24.779673,46.774459,ChIJ2bIJfSf-Lj4Rz2kVHKFXycs
7183,Ennabi Grill,RESTAURANT,Grill|Arabic,4.3,462,restaurants,24.751851,46.767503,ChIJUSyKhr0BLz4RrvCXQ3ISNM8
7184,Roznas,RESTAURANT,Arabic|Saudi,4.1,600,restaurants,24.774478,46.786885,ChIJC-I8qTIALz4RdnVjUXHFV5o
7185,Sharar,RESTAURANT,Sandwich|Fast Food,3.8,95,restaurants,24.75183871,46.76750931,ChIJUSyKhr0BLz4RrvCXQ3ISNM8
7186,SHE 3A SAJ,RESTAURANT,Sandwich|Fast Food|Arabic|Shawarma,3.3,3,restaurants,24.768037,46.7581251,ChIJ0zgtv-QBLz4RG5NyIiDxqeE
7187,BVB Black Velvet Burger,RESTAURANT,Arabic,4.8,5,restaurants,24.7800566,46.7719384,ChIJSRcesyD-Lj4RzI_jJCFoE9o
7188,Chicken army,RESTAURANT,Sandwich|Fast Food|American,0,0,restaurants,24.7800529,46.7718099,ChIJSRcesyD-Lj4RzI_jJCFoE9o
7189,4 Twins,RESTAURANT,Desserts|Coffee,4.3,391,restaurants,24.78018778,46.7732962,ChIJnS2TaCf-Lj4ReQLKT0t26no
7190,B1 Grilled Burger,RESTAURANT,Sandwich|Fast Food|Burgers,4.2,65,restaurants,24.780097,46.771795,ChIJSRcesyD-Lj4RzI_jJCFoE9o
7191,Dunkin' Donuts,RESTAURANT,Desserts|Beverages|Coffee,4.2,542,restaurants,24.7535625,46.7843125,ChIJjS9oCK0BLz4RbY2pI1EMvC4
7192,Philpha,RESTAURANT,Sandwich|Fast Food|Beverages,4.2,122,restaurants,24.7514257,46.7675619,ChIJUSyKhr0BLz4RrvCXQ3ISNM8
7193,Kushari Noarah,RESTAURANT,Arabic|Egyptian,3.9,49,restaurants,24.7514257,46.7675619,ChIJUSyKhr0BLz4RrvCXQ3ISNM8
7194,Hoba,RESTAURANT,Sandwich|Fast Food|American|Meat,4.3,412,restaurants,24.7514257,46.7675619,ChIJUSyKhr0BLz4RrvCXQ3ISNM8
7195,The Burger's Origin,RESTAURANT,Fast Food|Burgers,4.4,520,restaurants,24.7514257,46.7675619,ChIJUSyKhr0BLz4RrvCXQ3ISNM8
7196,Half Million,RESTAURANT,Sandwich|Desserts|Coffee|Breakfast|Roastery,4.4,375,restaurants,24.7525741,46.7830996,ChIJKZUesa0BLz4Rl_AS-quetGg
7197,Golden Brown,RESTAURANT,Desserts,1,1,restaurants,24.750247,46.7717995,ChIJv64CVqMBLz4RHE6j1ch8yLo
7198,Sultan Delight Burger,RESTAURANT,Sandwich|Fast Food|Juices|Burgers,4.3,365,restaurants,24.750217,46.771852,ChIJv64CVqMBLz4RHE6j1ch8yLo
7199,Foil Burger,RESTAURANT,Fast Food|Burgers,4.3,193,restaurants,24.75018931,46.77182318,ChIJv64CVqMBLz4RHE6j1ch8yLo
7200,Sabbosa,RESTAURANT,Sandwich|Fast Food|Arabic|Shawarma,0,0,restaurants,24.7500897,46.7719182,ChIJv64CVqMBLz4RHE6j1ch8yLo
7201,Shawarmer,RESTAURANT,Sandwich|Fast Food|Arabic|Shawarma,4.4,729,restaurants,24.75007,46.771948,ChIJv64CVqMBLz4RHE6j1ch8yLo
7202,Cone Zone,RESTAURANT,Desserts|Ice Cream,4.5,38,restaurants,24.774868,46.787445,ChIJC-I8qTIALz4R6GaB9-WsVUo
7203,Mandy Dahna,RESTAURANT,Arabic,3.4,24,restaurants,24.7748397,46.7875486,ChIJC-I8qTIALz4R6GaB9-WsVUo
7204,Madghut Kishtuh,RESTAURANT,Arabic,3.8,31,restaurants,24.7748397,46.7875486,ChIJC-I8qTIALz4R6GaB9-WsVUo
7205,Kabsa Gharib,RESTAURANT,Arabic,3.9,63,restaurants,24.7748397,46.7875486,ChIJC-I8qTIALz4R6GaB9-WsVUo
7206,Maqlubat Aldaar,RESTAURANT,Arabic,3.7,59,restaurants,24.7748397,46.7875486,ChIJC-I8qTIALz4R6GaB9-WsVUo
7207,Maqlubat Hab Wa Dihin,RESTAURANT,Arabic|Saudi|Meat,4.2,5,restaurants,24.7749252,46.7875952,ChIJC-I8qTIALz4R6GaB9-WsVUo
7208,Kabsa Plus,RESTAURANT,Arabic|Saudi,3.6,93,restaurants,24.7749252,46.7875952,ChIJC-I8qTIALz4R6GaB9-WsVUo
7209,Madghut Kabsa,RESTAURANT,Arabic|Saudi,3.9,57,restaurants,24.7749252,46.7875952,ChIJC-I8qTIALz4R6GaB9-WsVUo
7210,Shawayat noor,RESTAURANT,Arabic,4.1,36,restaurants,24.7749252,46.7875952,ChIJC-I8qTIALz4R6GaB9-WsVUo
7211,Mahyof Kabsa,RESTAURANT,Arabic,3.5,25,restaurants,24.77495564,46.78757106,ChIJC-I8qTIALz4R6GaB9-WsVUo
7212,Jazeel,RESTAURANT,Desserts|Coffee,4.9,36,restaurants,24.77494955,46.78758179,ChIJC-I8qTIALz4R6GaB9-WsVUo
7213,AlHamra AlBukhari,RESTAURANT,Arabic|Saudi|Pakistani,4.3,3084,restaurants,24.7693329,46.7575584,ChIJpdyUVeMBLz4RH_YU5DaCzqM
7214,Herfy Bakery Shop,RESTAURANT,Desserts|Bakery,4.4,90,restaurants,24.752501,46.783823,ChIJY1-2rq0BLz4Rg98dZF2Ac4k
7215,FROZ,RESTAURANT,International,4.2,24,restaurants,24.7684172,46.757318,ChIJ3y-OV_sBLz4RT5sRxoF5vTk
7216,Alhatab Bakery,RESTAURANT,Arabic|Bakery,4.7,213,restaurants,24.769112,46.757471,ChIJpdyUVeMBLz4RH_YU5DaCzqM
7217,Tawa,RESTAURANT,Desserts,4.8,53,restaurants,24.769145,46.757433,ChIJpdyUVeMBLz4RH_YU5DaCzqM
7218,Lorenzo Pizza,RESTAURANT,Sandwich|Fast Food|Italian|International|Pizza|Pasta|Salads,4.2,1005,restaurants,24.7528992,46.7845797,ChIJ8fZMBq0BLz4RLG1FEeBaPmE
7219,Al Karama Sweets,RESTAURANT,Desserts,3.9,36,restaurants,24.780994,46.772503,ChIJZcLnOif-Lj4RCfRGoQ-xLUk
7220,Al Qarmushi,RESTAURANT,Arabic|Breakfast,4.1,479,restaurants,24.75109,46.766185,ChIJR9jOLZYBLz4RqummDvzjqq8
7221,Albayt Alromancy,RESTAURANT,Grill|Arabic|Beverages,4.3,250,restaurants,24.781501,46.773102,ChIJ3-2UPSf-Lj4RELoFfmw7h0U
7222,Subway,RESTAURANT,Sandwich|Healthy|Salads,3.9,640,restaurants,24.781716,46.771893,ChIJ2aWrMiH-Lj4Rd4VN6BIt0mU
7223,The Roasting House,RESTAURANT,Coffee,4.7,94,restaurants,24.74898581,46.77672665,ChIJ-WJS8qUBLz4R3FyDjPRjj4M
7224,OAKBERRY,RESTAURANT,Desserts|Healthy,4.4,11,restaurants,24.76739499,46.75583556,ChIJCyh_a_sBLz4Rvy2qvrIyiz0
7225,Khafif,RESTAURANT,Desserts,4.6,24,restaurants,24.767113,46.755639,ChIJsSD_dPsBLz4RVgPIC_lnnJ4
7226,Restaurant shahad,RESTAURANT,Fast Food|Breakfast,0,0,restaurants,24.75043106,46.76505569,ChIJ61xkrJcBLz4RfCw5M6Mnw8Y
7227,Aseel Nabulsieh Kunafa,RESTAURANT,Desserts,4.7,152,restaurants,24.7482369,46.775727,ChIJ-WJS8qUBLz4R3FyDjPRjj4M
7228,Lokma and sambosa,RESTAURANT,Fast Food|Arabic,5,1,restaurants,24.7763217,46.7887635,ChIJh5cygy0ALz4Rx-5I_qYyZr4
7229,Danah Alaryaf,RESTAURANT,Desserts|Bakery|Coffee,3.8,154,restaurants,24.7763217,46.7887635,ChIJh5cygy0ALz4Rx-5I_qYyZr4
7230,ROUNDY,RESTAURANT,Arabic,0,0,restaurants,24.7763217,46.7887635,ChIJh5cygy0ALz4Rx-5I_qYyZr4
7231,Coo Coo,RESTAURANT,Arabic,0,0,restaurants,24.7763217,46.7887635,ChIJh5cygy0ALz4Rx-5I_qYyZr4
7232,Philly Willy,RESTAURANT,Arabic,0,0,restaurants,24.7763217,46.7887635,ChIJh5cygy0ALz4Rx-5I_qYyZr4
7233,Lee Lantee,RESTAURANT,Desserts,4.2,8,restaurants,24.7763217,46.7887635,ChIJh5cygy0ALz4Rx-5I_qYyZr4
7234,Tandoori Rajo,RESTAURANT,Indian,3,15,restaurants,24.7763217,46.7887635,ChIJh5cygy0ALz4Rx-5I_qYyZr4
7235,Kutlet,RESTAURANT,Sandwich|American|Burgers,4,119,restaurants,24.7763217,46.7887635,ChIJh5cygy0ALz4Rx-5I_qYyZr4
7236,Yours,RESTAURANT,American,3.9,56,restaurants,24.7763217,46.7887635,ChIJh5cygy0ALz4Rx-5I_qYyZr4
7237,Loodworld,RESTAURANT,Flowers,0,0,flowers_and_plants,24.7649908,46.7551151,ChIJm8nxifoBLz4RJ7F8ruBwEWw
7238,Chalo,RESTAURANT,Arabic,1,1,restaurants,24.77622347,46.78889359,ChIJh5cygy0ALz4Rx-5I_qYyZr4
7239,YUM-A-SAMA SUSHI,RESTAURANT,Asian|International|Sushi|Japanese,4.4,200,restaurants,24.77628761,46.78884933,ChIJh5cygy0ALz4Rx-5I_qYyZr4
7240,TAO NOODLE,RESTAURANT,Asian|International|Noodles,4,228,restaurants,24.77628273,46.78887615,ChIJh5cygy0ALz4Rx-5I_qYyZr4
7241,Section-B,RESTAURANT,Fast Food|Burgers,4.2,430,restaurants,24.77630952,46.78888688,ChIJh5cygy0ALz4Rx-5I_qYyZr4
7242,Eat Ha,RESTAURANT,Sandwich|Desserts|Beverages|Breakfast,4.7,431,restaurants,24.75018885,46.76466806,ChIJ11fMAJcBLz4RwtpBzTVuw7E
7243,Shawayat azoz,RESTAURANT,Arabic|Saudi,3.3,22,restaurants,24.7498958,46.7651985,ChIJ61xkrJcBLz4RfCw5M6Mnw8Y
7244,Just Buns,RESTAURANT,Sandwich|Fast Food|Burgers,5,2,restaurants,24.7765011,46.7889526,ChIJh5cygy0ALz4Rx-5I_qYyZr4
7245,Candira,RESTAURANT,Arabic,4.3,140,restaurants,24.7765011,46.7889526,ChIJh5cygy0ALz4Rx-5I_qYyZr4
7246,Okai,RESTAURANT,American|Burgers,4.1,914,restaurants,24.7765011,46.7889526,ChIJh5cygy0ALz4Rx-5I_qYyZr4
7247,Sahari Al Sham,RESTAURANT,Sandwich|Fast Food|Grill|Beverages,4.3,97,restaurants,24.7477838,46.7736493,ChIJ41PmN6QBLz4R5gkrPrztROE
7248,Hala Burger,RESTAURANT,Fast Food|Beverages|Burgers,4.3,377,restaurants,24.747759,46.775193,ChIJudKGxKUBLz4RdY37tROQ8XI
7249,Mongo,RESTAURANT,Fast Food,3.9,123,restaurants,24.74783355,46.77629241,ChIJsc9c8aUBLz4RT90lLjo_axs
7250,BIN SHRIMP,RESTAURANT,Fast Food|Asian|Seafood,3.6,66,restaurants,24.7764141,46.789188,ChIJh5cygy0ALz4Rx-5I_qYyZr4
7251,COOKIESN'CREAM,RESTAURANT,Desserts,4.1,214,restaurants,24.7764141,46.789188,ChIJh5cygy0ALz4Rx-5I_qYyZr4
7252,Falafel Factory,RESTAURANT,Burgers|Falafel,0,0,restaurants,24.77644819,46.78916118,ChIJh5cygy0ALz4Rx-5I_qYyZr4
7253,Cosmo,RESTAURANT,Desserts|Coffee,4.2,550,restaurants,24.77640894,46.78921758,ChIJh5cygy0ALz4Rx-5I_qYyZr4
7254,New York Fries,RESTAURANT,Fast Food|American|Beverages,3.7,158,restaurants,24.7478165,46.7763246,ChIJsc9c8aUBLz4RT90lLjo_axs
7255,Garam Masala,RESTAURANT,Indian,2.4,56,restaurants,24.7478165,46.7763246,ChIJsc9c8aUBLz4RT90lLjo_axs
7256,Applebee's,RESTAURANT,Grill|American,4.3,268,restaurants,24.765492,46.754612,ChIJezkTsvsBLz4RJ1A1yI_KVmo
7257,Al Baik,RESTAURANT,Sandwich|Fast Food|Arabic,4.2,1452,restaurants,24.747223,46.77562,ChIJ8Vaw3KUBLz4RfGjanx0F6eY
7258,Shrimplus,RESTAURANT,Fast Food|Asian|Seafood|International|Sushi|Noodles,4.1,163,restaurants,24.7471584,46.77571,ChIJ8Vaw3KUBLz4RfGjanx0F6eY
7259,Alqandil Althahabi,RESTAURANT,Sandwich|Fast Food,4.2,138,restaurants,24.77949681,46.7880493,ChIJ2eeakSwALz4RjetP1CmqD1c
7260,Alkhafeef,RESTAURANT,Grill|Arabic|Bakery,4.4,184,restaurants,24.7797893,46.7877363,ChIJjx5uYisALz4ReZJL4tcbROA
7261,Saldwich,RESTAURANT,Sandwich|Fast Food|Healthy,4.5,258,restaurants,24.7798903,46.7886106,ChIJjx5uYisALz4ReZJL4tcbROA
7262,PARTY BOX,RESTAURANT,Bakery|Pizza|Breakfast|Pastries,4.4,364,restaurants,24.7591302,46.794648,ChIJI7Vnzk8ALz4RnbTTSaRppmM
7263,Masgouf,RESTAURANT,Seafood,4,19,restaurants,24.759319,46.794785,ChIJhZQ16k8ALz4RyvGWnYIPZhs
7264,Mzaq Warg Enab,RESTAURANT,Fast Food|Arabic|American|Saudi,4.1,339,restaurants,24.784819,46.770641,ChIJ1aX4ryP-Lj4RFQogVdnAF6I
7265,LEVON,RESTAURANT,Arabic,4.6,71,restaurants,24.7485939,46.762019,ChIJP8vry5ABLz4RT-CUiVSw8FY
7266,Quiznos,RESTAURANT,Sandwich|American|Healthy|Juices|Pizza|Salads,4.3,393,restaurants,24.7453,46.77641,ChIJuaN0MaYBLz4RUen0JOKE6fI
7267,White Mustache,RESTAURANT,Desserts|Beverages|Coffee,4,12,restaurants,24.7602934,46.7956194,ChIJTUMDk08ALz4R4H8mOrAFiHE
7268,Dish grace,RESTAURANT,Arabic,0,0,restaurants,24.7538147,46.792776,ChIJ99XmR1EALz4R0svHXOTSCy4
7269,Al Romansiah,RESTAURANT,Arabic|Saudi|Meat,4.5,1732,restaurants,24.744864,46.776598,ChIJ62PR06cBLz4RkjlmSzvqSDQ
7270,Al Mamlakah Sweets,RESTAURANT,Desserts|Pastries,4.7,27,restaurants,24.7482002,46.761534,ChIJga1ix5ABLz4RZd1foYuqy4o
7271,Indian Palace,RESTAURANT,Indian,4.3,691,restaurants,24.75751,46.75288,ChIJHbWp8fMBLz4RLE1S3txUo_w
7272,A'L ALKAIF,RESTAURANT,Roastery,4.5,58,specialty_and_ethnic,24.78674937,46.76917242,ChIJe1wBySL-Lj4RRiQlDl0zt94
7273,Falafel Pie,RESTAURANT,Sandwich|Arabic|Falafel|Breakfast,4.4,834,restaurants,24.74714,46.760284,ChIJXZm-k5ABLz4RwPwFPHGdJpk
7274,Hanoverian Express,RESTAURANT,Desserts,4.8,99,restaurants,24.7624161,46.7498135,ChIJ24pdSPgBLz4RdnzyW5vUYxM
7275,Cref Cookies,RESTAURANT,Desserts|Bakery,4.7,358,restaurants,24.78287491,46.75864686,ChIJse1BvRr-Lj4RbKObF6y20Cs
7276,noodles factory,RESTAURANT,Asian|Noodles,4.4,80,restaurants,24.76254454,46.79909443,ChIJr7Mq9EQALz4R9gHrV7hhQc0
7277,Mokarmal,RESTAURANT,Desserts,4.7,225,restaurants,24.7628387,46.7993375,ChIJr7Mq9EQALz4R9gHrV7hhQc0
7278,Amo Hamza,RESTAURANT,Arabic|Seafood,4.3,555,restaurants,24.76290837,46.79935399,ChIJr7Mq9EQALz4R9gHrV7hhQc0
7279,Shawayat alsamak,RESTAURANT,Seafood,4.2,122,restaurants,24.76284319,46.79935668,ChIJr7Mq9EQALz4R9gHrV7hhQc0
7280,Soma Grape Leaves,RESTAURANT,Arabic,5,1,restaurants,24.7632099,46.7994275,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
7281,Alreef Broasted,RESTAURANT,Sandwich|Fast Food|Burgers,4.2,1089,restaurants,24.7628122,46.7994586,ChIJr7Mq9EQALz4R9gHrV7hhQc0
7282,ZAITOUNE SWEETS,RESTAURANT,Desserts,0,0,restaurants,24.7628122,46.7994586,ChIJr7Mq9EQALz4R9gHrV7hhQc0
7283,Mama Noura Lqimat,RESTAURANT,Desserts,4.3,2118,restaurants,24.7628122,46.7994586,ChIJr7Mq9EQALz4R9gHrV7hhQc0
7284,Krokant,RESTAURANT,Desserts,4.8,29,restaurants,24.762967,46.7995438,ChIJr7Mq9EQALz4R9gHrV7hhQc0
7285,The60Pasta,RESTAURANT,Italian|Pasta,4.4,71,restaurants,24.7420916,46.7778183,ChIJ0R3J6gcBLz4R8W7obd9H_-s
7286,Furan Al Dayaa,RESTAURANT,Sandwich|Arabic|Bakery,4.3,894,restaurants,24.76249101,46.79986835,ChIJfWdm9EQALz4RY86m1cXAtno
7287,Lemon Pharmacy,OTHER,Pharmacy,4.7,101,pharmacies,24.7460159,46.7589343,ChIJoQMCcpABLz4RXDgdxY33Kv4
7288,Jan Burger,RESTAURANT,Fast Food|American|Burgers,4.2,1050,restaurants,24.762626,46.800127,ChIJfWdm9EQALz4RY86m1cXAtno
7289,Sabroso,RESTAURANT,Arabic|Breakfast,3.9,14,restaurants,24.7626746,46.8003119,ChIJfWdm9EQALz4RY86m1cXAtno
7290,Purple chocolate,RESTAURANT,Desserts,0,0,restaurants,24.7412717,46.7784373,ChIJUcwgugcBLz4Rkq3w9_Eineo
7291,Tolv,RESTAURANT,Sandwich|Desserts|Bakery|Breakfast,4.7,21,restaurants,24.7412717,46.7784373,ChIJUcwgugcBLz4Rkq3w9_Eineo
7292,Serrano,RESTAURANT,Arabic,3.5,8,restaurants,24.7412717,46.7784373,ChIJUcwgugcBLz4Rkq3w9_Eineo
7293,Maitre Choux,RESTAURANT,Desserts|Coffee|Breakfast,5,3,restaurants,24.7412717,46.7784373,ChIJUcwgugcBLz4Rkq3w9_Eineo
7294,SETTE,RESTAURANT,Sandwich|Desserts|American,4.9,62,restaurants,24.7412717,46.7784373,ChIJUcwgugcBLz4Rkq3w9_Eineo
7295,UVAS,RESTAURANT,Beverages|Juices,0,0,restaurants,24.7412717,46.7784373,ChIJUcwgugcBLz4Rkq3w9_Eineo
7296,MARVEL,RESTAURANT,Arabic,3.9,34,restaurants,24.7412717,46.7784373,ChIJUcwgugcBLz4Rkq3w9_Eineo
7297,Enabah,RESTAURANT,Arabic|Beverages|Juices|Lebanese,4.5,236,restaurants,24.755501,46.74953,ChIJ-x_E6vUBLz4Ru0kQ45C_TBs
7298,Balah and Honey Sweets,RESTAURANT,Desserts|Arabic,4.2,46,restaurants,24.745615,46.758196,ChIJ_aLABZABLz4R47k2GsZZPKE
7299,Little Caesar's pizza,RESTAURANT,Fast Food|Italian|Pizza,4.4,621,restaurants,24.7634116,46.8014932,ChIJlTFjgEMALz4Rk3BG33LbMTw
7300,HAZZAT CHAPATI,RESTAURANT,Arabic,4.3,86,restaurants,24.7406218,46.7789131,ChIJu0wjWAYBLz4Ra3BhH5AjTSA
7301,Triangle Sweet,RESTAURANT,Desserts|Arabic|International|Saudi,3.7,3,restaurants,24.7405859,46.7789387,ChIJu0wjWAYBLz4Ra3BhH5AjTSA
7302,Wafrat Alsafwah,RESTAURANT,Desserts|Arabic|Breakfast,3.7,92,restaurants,24.7405859,46.7789387,ChIJu0wjWAYBLz4Ra3BhH5AjTSA
7303,Labkah,RESTAURANT,Desserts|Grill|Arabic,4.6,1122,restaurants,24.7405859,46.7789387,ChIJu0wjWAYBLz4Ra3BhH5AjTSA
7304,Mamas Chicken,RESTAURANT,Sandwich|Fast Food,4.4,102,restaurants,24.7405859,46.7789387,ChIJu0wjWAYBLz4Ra3BhH5AjTSA
7305,Hopo,RESTAURANT,Desserts,4.9,19,restaurants,24.78564452,46.79051163,ChIJbSCAtNX_Lj4Rz4A10IHbT8U
7306,Bin Menqash,RESTAURANT,Roastery,4.7,58,specialty_and_ethnic,24.763649,46.8018097,ChIJlTFjgEMALz4Rk3BG33LbMTw
7307,Avon Cake,RESTAURANT,Desserts|Arabic,4.2,64,restaurants,24.74045712,46.77906554,ChIJu0wjWAYBLz4Ra3BhH5AjTSA
7308,Me So Hungry,RESTAURANT,Asian,3.9,211,restaurants,24.7403814,46.7789616,ChIJu0wjWAYBLz4Ra3BhH5AjTSA
7309,Mareez,RESTAURANT,Sandwich|Fast Food|Shawarma,4.3,1166,restaurants,24.7449658,46.7573238,ChIJhzQbWYUBLz4R7Et2sozEQCg
7310,Tim Horton,RESTAURANT,Fast Food|Coffee,4.4,237,restaurants,24.763222,46.746083,ChIJo-HCoAMCLz4RC5VlFEyDq-E
7311,Hamburgini Burger,RESTAURANT,Sandwich|Burgers,4,1154,restaurants,24.76455,46.802335,ChIJBTdTukMALz4RGzKPyJPJ6So
7312,Grape Leaves Flavors,RESTAURANT,Arabic|Beverages,4.3,241,restaurants,24.7647277,46.8023417,ChIJBTdTukMALz4RGzKPyJPJ6So
7313,LUBDA,RESTAURANT,Arabic|Saudi,4.4,24,restaurants,24.76462744,46.80241144,ChIJBTdTukMALz4RGzKPyJPJ6So
7314,Broccoli Pizza and Pasta,RESTAURANT,Italian|Pizza|Pasta,3.8,114,restaurants,24.764751,46.802601,ChIJBTdTukMALz4RGzKPyJPJ6So
7315,Adoro La Pasta,RESTAURANT,Sandwich|Fast Food|Italian|Bakery|Healthy|Juices|Pasta|Gluten-Free,3.3,15,restaurants,24.7902992,46.7662132,ChIJAeOuExb-Lj4Rnuyw0sPYYTQ
7316,Lammah,RESTAURANT,Sandwich|Fast Food|Desserts|Arabic|Bakery|Juices|Pizza|Lebanese|Breakfast,3.9,16,restaurants,24.7903301,46.7663047,ChIJAeOuExb-Lj4Rnuyw0sPYYTQ
7317,Lusso,RESTAURANT,Desserts|Arabic,3,2,restaurants,24.7400662,46.7667793,ChIJGWSh758BLz4RYAH1FsejkJI
7318,Almakiya Corner Restaurants,RESTAURANT,Fast Food|Arabic|Saudi,3.9,7,restaurants,24.78071613,46.79759194,ChIJaXIRcyUALz4Re4R6JvbfQMI
7319,Self Made Coffee,RESTAURANT,Desserts|Beverages|Coffee,3.6,8,restaurants,24.79167478,46.7754227,ChIJcRQClTr-Lj4R1Lg_LP2jvLY
7320,Nuiava,RESTAURANT,Desserts,0,0,restaurants,24.7397786,46.7668571,ChIJGWSh758BLz4RYAH1FsejkJI
7321,Larina,RESTAURANT,Desserts|Arabic,5,1,restaurants,24.7397786,46.7668571,ChIJGWSh758BLz4RYAH1FsejkJI
7322,Qadooa,RESTAURANT,Desserts,0,0,restaurants,24.7397786,46.7668571,ChIJGWSh758BLz4RYAH1FsejkJI
7323,Taraat,RESTAURANT,Desserts,0,0,restaurants,24.7397786,46.7668571,ChIJGWSh758BLz4RYAH1FsejkJI
7324,KAWAKEET,RESTAURANT,Desserts,0,0,restaurants,24.7397786,46.7668571,ChIJGWSh758BLz4RYAH1FsejkJI
7325,Baks,RESTAURANT,Desserts,5,5,restaurants,24.7397786,46.7668571,ChIJGWSh758BLz4RYAH1FsejkJI
7326,Kollaj,RESTAURANT,Desserts,0,0,restaurants,24.73976886,46.76685174,ChIJGWSh758BLz4RYAH1FsejkJI
7327,Carbless,RESTAURANT,Sandwich|Seafood|Healthy|Salads,3,11,restaurants,24.7870022,46.7575091,ChIJz5OaEw7-Lj4R_HmEbzxphek
7328,Tasali Altiseinat,RESTAURANT,Fast Food|Arabic,4,24,restaurants,24.7870045,46.7575084,ChIJz5OaEw7-Lj4R_HmEbzxphek
7329,twenty5,RESTAURANT,Desserts,0,0,restaurants,24.73974084,46.76686112,ChIJGWSh758BLz4RYAH1FsejkJI
7330,Rana Hanim,RESTAURANT,Desserts|Bakery,0,0,restaurants,24.7397403,46.7668503,ChIJGWSh758BLz4RYAH1FsejkJI
7331,Kiri Cafe,RESTAURANT,Desserts,0,0,restaurants,24.7397403,46.7668503,ChIJGWSh758BLz4RYAH1FsejkJI
7332,Lolliva Chocolate,RESTAURANT,Desserts,5,2,restaurants,24.7397403,46.7668503,ChIJGWSh758BLz4RYAH1FsejkJI
7333,Mass Sweets,RESTAURANT,Desserts,5,2,restaurants,24.7397403,46.7668503,ChIJGWSh758BLz4RYAH1FsejkJI
7334,Arena Sweets,RESTAURANT,Desserts,0,0,restaurants,24.7397403,46.7668503,ChIJGWSh758BLz4RYAH1FsejkJI
7335,Min Alakhar,RESTAURANT,Desserts,5,4,restaurants,24.7397403,46.7668503,ChIJGWSh758BLz4RYAH1FsejkJI
7336,Donatella,RESTAURANT,Desserts,5,2,restaurants,24.7397403,46.7668503,ChIJGWSh758BLz4RYAH1FsejkJI
7337,quiet,RESTAURANT,Desserts,4.7,12,restaurants,24.7397403,46.7668503,ChIJGWSh758BLz4RYAH1FsejkJI
7338,Flavonoid Sweets,RESTAURANT,Desserts,0,0,restaurants,24.7397403,46.7668503,ChIJGWSh758BLz4RYAH1FsejkJI
7339,Lagouter,RESTAURANT,Desserts,0,0,restaurants,24.7397403,46.7668503,ChIJGWSh758BLz4RYAH1FsejkJI
7340,Raqy,RESTAURANT,Desserts,0,0,restaurants,24.7397403,46.7668503,ChIJGWSh758BLz4RYAH1FsejkJI
